Wifiphisher|Wifiphisher|WiFi_Phishing|https://github.com/wifiphisher/wifiphisher|git|python,git
Zphisher|Zphisher|Social_Phishing|https://github.com/htr-tech/zphisher|git|php,git
NexPhisher|NexPhisher|Social_Phishing|https://github.com/htr-tech/nexphisher|git|php,git
King-Phisher|King-Phisher|Multi_Phishing|https://github.com/rsmusllp/king-phisher|git|php,git
AdvPhishing|AdvPhishing|Social_Phishing|https://github.com/Ignitetch/AdvPhishing|git|php,git
MaskPhish|MaskPhish|Url_Phishing|https://github.com/jaykali/maskphish|git|git
FiercePhish|FiercePhish|Multi_Phishing|https://github.com/Raikia/FiercePhish|git|php,git
Sooty|Sooty|Multi_Phishing|https://github.com/TheresAFewConors/Sooty|git|python,git
SocialPhish|SocialPhish|Social_Phishing|https://github.com/xHak9x/SocialPhish|git|python,git
Phishing Frenzy|Phishing Frenzy|Frameworks_Phishing|https://github.com/pentestgeek/phishing-frenzy|git|php,ruby,git
SpoofThatMail|SpoofThatMail|Email_Phishing|https://github.com/v4d1/SpoofThatMail|git|git
PhishMailer|PhishMailer|Email_Phishing|https://github.com/BiZken/PhishMailer|git|python,git
ShellPhish|ShellPhish|Social_Phishing|https://github.com/AbirHasan2005/ShellPhish|git|php,git
Shark|Shark|Multi_Phishing|https://github.com/Bhaviktutorials/shark|git|git
I-See-You|I-See-You|Multi_Phishing|https://github.com/Viralmaniar/I-See-You|git|git
BlackPhish|BlackPhish|Frameworks_Phishing|https://github.com/iinc0gnit0/BlackPhish|git|php,python,git
BlackEye-Python|BlackEye-Python|Social_Phishing|https://github.com/M4cs/BlackEye-Python|git|php,python,git
URLCrazy|URLCrazy|Url_Phishing|https://github.com/urbanadventurer/urlcrazy|git|ruby,git
Gray Fish|GrayFish|Social_Phishing|https://github.com/graysuit/grayfish|git|php,git
PyPhisher|PyPhisher|Social_Phishing|https://github.com/KasRoudra/PyPhisher|git|python,git
Phisher|Phisher|Social_Phishing|https://github.com/yezz123/Phisher|git|git
Phishbait|Phishbait|Social_Phishing|https://github.com/Err0r-ICA/Phishbait
LordPhish|LordPhish|Multi_Phishing| https://github.com/Black-Hell-Team/LordPhish|git|git
Nivi-Stealer|Nivistealer|Multi_Phishing|https://github.com/swagkarna/Nivistealer|git|php,python,git
Rafel-Rat|Rafel-Rat|Android_Phishing|https://github.com/swagkarna/Rafel-Rat|php,git
Fake Sms|fake-sms|SMS_Phishing|https://github.com/machine1337/fake-sms|git|git
Phishruffus|Phishruffus|Server_Phishing|https://github.com/jh00nbr/Phishruffus|git|python,git
Beast_Bomber|Beast_Bomber|Multi_Phishing|https://github.com/ebankoff/Beast_Bomber|git|python,git
