BAJINGANv6|BAJINGANv6|All_In_One|https://github.com/DarknessCyberTeam/BAJINGANv6|git|python,zsh,bash,csh
fsociety|fsociety|All_In_One|https://github.com/Manisso/fsociety|git|python,zsh,csh,bash
